,links,attribute,faculty,program
0,https://www.uwo.ca/ipb/databook/02/auartb02.html,Faculty Complement,ARTS and HUMANITIES,ARTS and HUMANITIES
1,https://www.uwo.ca/ipb/databook/02/clsttb02.html,Faculty Complement,ARTS and HUMANITIES,CLASSICAL STUDIES
2,https://www.uwo.ca/ipb/databook/02/engltb02.html,Faculty Complement,ARTS and HUMANITIES,ENGLISH and WRITING STUDIES
3,https://www.uwo.ca/ipb/databook/02/filmtb02.html,Faculty Complement,ARTS and HUMANITIES,FILM STUDIES
4,https://www.uwo.ca/ipb/databook/02/frentb02.html,Faculty Complement,ARTS and HUMANITIES,FRENCH STUDIES
5,https://www.uwo.ca/ipb/databook/02/ws__tb02.html,Faculty Complement,ARTS and HUMANITIES,"GENDER, SEXUALITY, and WOMEN'S STUDIES"
6,https://www.uwo.ca/ipb/databook/02/mll_tb02.html,Faculty Complement,ARTS and HUMANITIES,LANGUAGES and CULTURES
7,https://www.uwo.ca/ipb/databook/02/philtb02.html,Faculty Complement,ARTS and HUMANITIES,PHILOSOPHY
8,https://www.uwo.ca/ipb/databook/02/vsartb02.html,Faculty Complement,ARTS and HUMANITIES,VISUAL ARTS
9,https://www.uwo.ca/ipb/databook/02/aub_tb02.html,Faculty Complement,BUSINESS,BUSINESS
10,https://www.uwo.ca/ipb/databook/02/auedtb02.html,Faculty Complement,EDUCATION,EDUCATION
11,https://www.uwo.ca/ipb/databook/02/aue_tb02.html,Faculty Complement,ENGINEERING,ENGINEERING
12,https://www.uwo.ca/ipb/databook/02/cheetb02.html,Faculty Complement,ENGINEERING,CHEMICAL and BIOCHEMICAL ENGINEERING
13,https://www.uwo.ca/ipb/databook/02/civetb02.html,Faculty Complement,ENGINEERING,CIVIL and ENVIRONMENTAL ENGINEERING
14,https://www.uwo.ca/ipb/databook/02/eleetb02.html,Faculty Complement,ENGINEERING,ELECTRICAL and COMPUTER ENGINEERING
15,https://www.uwo.ca/ipb/databook/02/m_metb02.html,Faculty Complement,ENGINEERING,MECHANICAL and MATERIALS ENGINEERING
16,https://www.uwo.ca/ipb/databook/02/auhstb02.html,Faculty Complement,HEALTH SCIENCES,HEALTH SCIENCES
17,https://www.uwo.ca/ipb/databook/02/bhsctb02.html,Faculty Complement,HEALTH SCIENCES,HEALTH STUDIES
18,https://www.uwo.ca/ipb/databook/02/cd__tb02.html,Faculty Complement,HEALTH SCIENCES,COMMUNICATION SCIENCES and DISORDERS
19,https://www.uwo.ca/ipb/databook/02/kinetb02.html,Faculty Complement,HEALTH SCIENCES,KINESIOLOGY
20,https://www.uwo.ca/ipb/databook/02/nurstb02.html,Faculty Complement,HEALTH SCIENCES,NURSING
21,https://www.uwo.ca/ipb/databook/02/ot__tb02.html,Faculty Complement,HEALTH SCIENCES,OCCUPATIONAL THERAPY
22,https://www.uwo.ca/ipb/databook/02/pt__tb02.html,Faculty Complement,HEALTH SCIENCES,PHYSICAL THERAPY
23,https://www.uwo.ca/ipb/databook/02/auimtb02.html,Faculty Complement,INFORMATION and MEDIA STUDIES,INFORMATION and MEDIA STUDIES
24,https://www.uwo.ca/ipb/databook/02/aul_tb02.html,Faculty Complement,LAW,LAW
25,https://www.uwo.ca/ipb/databook/02/aum_tb02.html,Faculty Complement,MEDICINE and DENTISTRY (MEDICINE),MEDICINE and DENTISTRY (MEDICINE)
26,https://www.uwo.ca/ipb/databook/02/aud_tb02.html,Faculty Complement,MEDICINE and DENTISTRY (DENTISTRY),MEDICINE and DENTISTRY (DENTISTRY)
27,https://www.uwo.ca/ipb/databook/02/anattb02.html,Faculty Complement,MEDICINE and DENTISTRY (MEDICINE),ANATOMY and CELL BIOLOGY
28,https://www.uwo.ca/ipb/databook/02/bioctb02.html,Faculty Complement,MEDICINE and DENTISTRY (MEDICINE),BIOCHEMISTRY
29,https://www.uwo.ca/ipb/databook/02/epidtb02.html,Faculty Complement,MEDICINE and DENTISTRY (MEDICINE),EPIDEMIOLOGY and BIOSTATISTICS
30,https://www.uwo.ca/ipb/databook/02/hms_tb02.html,Faculty Complement,MEDICINE and DENTISTRY (MEDICINE),HISTORY OF MEDICINE
31,https://www.uwo.ca/ipb/databook/02/bioptb02.html,Faculty Complement,MEDICINE and DENTISTRY (MEDICINE),MEDICAL BIOPHYSICS
32,https://www.uwo.ca/ipb/databook/02/m_i_tb02.html,Faculty Complement,MEDICINE and DENTISTRY (MEDICINE),MICROBIOLOGY and IMMUNOLOGY
33,https://www.uwo.ca/ipb/databook/02/pathtb02.html,Faculty Complement,MEDICINE and DENTISTRY (MEDICINE),PATHOLOGY and LABORATORY MEDICINE
34,https://www.uwo.ca/ipb/databook/02/p_p_tb02.html,Faculty Complement,MEDICINE and DENTISTRY (MEDICINE),PHYSIOLOGY and PHARMACOLOGY
35,https://www.uwo.ca/ipb/databook/02/robatb02.html,Faculty Complement,MEDICINE and DENTISTRY (MEDICINE),ROBARTS RESEARCH INSTITUTE
36,https://www.uwo.ca/ipb/databook/02/imsatb02.html,Faculty Complement,MEDICINE and DENTISTRY (MEDICINE),INTERDISCIPLINARY MEDICAL SCIENCES
37,https://www.uwo.ca/ipb/databook/02/aumutb02.html,Faculty Complement,MUSIC,MUSIC
38,https://www.uwo.ca/ipb/databook/02/aus_tb02.html,Faculty Complement,SCIENCE,SCIENCE
39,https://www.uwo.ca/ipb/databook/02/appmtb02.html,Faculty Complement,SCIENCE,APPLIED MATHEMATICS
40,https://www.uwo.ca/ipb/databook/02/bioltb02.html,Faculty Complement,SCIENCE,BIOLOGY
41,https://www.uwo.ca/ipb/databook/02/chemtb02.html,Faculty Complement,SCIENCE,CHEMISTRY
42,https://www.uwo.ca/ipb/databook/02/cscitb02.html,Faculty Complement,SCIENCE,COMPUTER SCIENCE
43,https://www.uwo.ca/ipb/databook/02/escitb02.html,Faculty Complement,SCIENCE,EARTH SCIENCES
44,https://www.uwo.ca/ipb/databook/02/mathtb02.html,Faculty Complement,SCIENCE,MATHEMATICS
45,https://www.uwo.ca/ipb/databook/02/p_a_tb02.html,Faculty Complement,SCIENCE,PHYSICS and ASTRONOMY
46,https://www.uwo.ca/ipb/databook/02/sas_tb02.html,Faculty Complement,SCIENCE,STATISTICAL and ACTUARIAL SCIENCES
47,https://www.uwo.ca/ipb/databook/02/ausstb02.html,Faculty Complement,SOCIAL SCIENCE,SOCIAL SCIENCE
48,https://www.uwo.ca/ipb/databook/02/anthtb02.html,Faculty Complement,SOCIAL SCIENCE,ANTHROPOLOGY
49,https://www.uwo.ca/ipb/databook/02/econtb02.html,Faculty Complement,SOCIAL SCIENCE,ECONOMICS
50,https://www.uwo.ca/ipb/databook/02/geogtb02.html,Faculty Complement,SOCIAL SCIENCE,GEOGRAPHY and ENVIRONMENT
51,https://www.uwo.ca/ipb/databook/02/histtb02.html,Faculty Complement,SOCIAL SCIENCE,HISTORY
52,https://www.uwo.ca/ipb/databook/02/caistb02.html,Faculty Complement,SOCIAL SCIENCE,MANAGEMENT and ORGANIZATIONAL STUDIES
53,https://www.uwo.ca/ipb/databook/02/polstb02.html,Faculty Complement,SOCIAL SCIENCE,POLITICAL SCIENCE
54,https://www.uwo.ca/ipb/databook/02/psyctb02.html,Faculty Complement,SOCIAL SCIENCE,PSYCHOLOGY
55,https://www.uwo.ca/ipb/databook/02/soc_tb02.html,Faculty Complement,SOCIAL SCIENCE,SOCIOLOGY
56,https://www.uwo.ca/ipb/databook/03/auartb03.html,Staff Complement,ARTS and HUMANITIES,ARTS and HUMANITIES
57,https://www.uwo.ca/ipb/databook/03/clsttb03.html,Staff Complement,ARTS and HUMANITIES,CLASSICAL STUDIES
58,https://www.uwo.ca/ipb/databook/03/engltb03.html,Staff Complement,ARTS and HUMANITIES,ENGLISH and WRITING STUDIES
59,https://www.uwo.ca/ipb/databook/03/filmtb03.html,Staff Complement,ARTS and HUMANITIES,FILM STUDIES
60,https://www.uwo.ca/ipb/databook/03/frentb03.html,Staff Complement,ARTS and HUMANITIES,FRENCH STUDIES
61,https://www.uwo.ca/ipb/databook/03/ws__tb03.html,Staff Complement,ARTS and HUMANITIES,"GENDER, SEXUALITY, and WOMEN'S STUDIES"
62,https://www.uwo.ca/ipb/databook/03/mll_tb03.html,Staff Complement,ARTS and HUMANITIES,LANGUAGES and CULTURES
63,https://www.uwo.ca/ipb/databook/03/philtb03.html,Staff Complement,ARTS and HUMANITIES,PHILOSOPHY
64,https://www.uwo.ca/ipb/databook/03/vsartb03.html,Staff Complement,ARTS and HUMANITIES,VISUAL ARTS
65,https://www.uwo.ca/ipb/databook/03/aub_tb03.html,Staff Complement,BUSINESS,BUSINESS
66,https://www.uwo.ca/ipb/databook/03/auedtb03.html,Staff Complement,EDUCATION,EDUCATION
67,https://www.uwo.ca/ipb/databook/03/aue_tb03.html,Staff Complement,ENGINEERING,ENGINEERING
68,https://www.uwo.ca/ipb/databook/03/cheetb03.html,Staff Complement,ENGINEERING,CHEMICAL and BIOCHEMICAL ENGINEERING
69,https://www.uwo.ca/ipb/databook/03/civetb03.html,Staff Complement,ENGINEERING,CIVIL and ENVIRONMENTAL ENGINEERING
70,https://www.uwo.ca/ipb/databook/03/eleetb03.html,Staff Complement,ENGINEERING,ELECTRICAL and COMPUTER ENGINEERING
71,https://www.uwo.ca/ipb/databook/03/m_metb03.html,Staff Complement,ENGINEERING,MECHANICAL and MATERIALS ENGINEERING
72,https://www.uwo.ca/ipb/databook/03/auhstb03.html,Staff Complement,HEALTH SCIENCES,HEALTH SCIENCES
73,https://www.uwo.ca/ipb/databook/03/bhsctb03.html,Staff Complement,HEALTH SCIENCES,HEALTH STUDIES
74,https://www.uwo.ca/ipb/databook/03/cd__tb03.html,Staff Complement,HEALTH SCIENCES,COMMUNICATION SCIENCES and DISORDERS
75,https://www.uwo.ca/ipb/databook/03/kinetb03.html,Staff Complement,HEALTH SCIENCES,KINESIOLOGY
76,https://www.uwo.ca/ipb/databook/03/nurstb03.html,Staff Complement,HEALTH SCIENCES,NURSING
77,https://www.uwo.ca/ipb/databook/03/ot__tb03.html,Staff Complement,HEALTH SCIENCES,OCCUPATIONAL THERAPY
78,https://www.uwo.ca/ipb/databook/03/pt__tb03.html,Staff Complement,HEALTH SCIENCES,PHYSICAL THERAPY
79,https://www.uwo.ca/ipb/databook/03/auimtb03.html,Staff Complement,INFORMATION and MEDIA STUDIES,INFORMATION and MEDIA STUDIES
80,https://www.uwo.ca/ipb/databook/03/aul_tb03.html,Staff Complement,LAW,LAW
81,https://www.uwo.ca/ipb/databook/03/aum_tb03.html,Staff Complement,MEDICINE and DENTISTRY (MEDICINE),MEDICINE and DENTISTRY (MEDICINE)
82,https://www.uwo.ca/ipb/databook/03/aud_tb03.html,Staff Complement,MEDICINE and DENTISTRY (DENTISTRY),MEDICINE and DENTISTRY (DENTISTRY)
83,https://www.uwo.ca/ipb/databook/03/anattb03.html,Staff Complement,MEDICINE and DENTISTRY (MEDICINE),ANATOMY and CELL BIOLOGY
84,https://www.uwo.ca/ipb/databook/03/bioctb03.html,Staff Complement,MEDICINE and DENTISTRY (MEDICINE),BIOCHEMISTRY
85,https://www.uwo.ca/ipb/databook/03/epidtb03.html,Staff Complement,MEDICINE and DENTISTRY (MEDICINE),EPIDEMIOLOGY and BIOSTATISTICS
86,https://www.uwo.ca/ipb/databook/03/hms_tb03.html,Staff Complement,MEDICINE and DENTISTRY (MEDICINE),HISTORY OF MEDICINE
87,https://www.uwo.ca/ipb/databook/03/bioptb03.html,Staff Complement,MEDICINE and DENTISTRY (MEDICINE),MEDICAL BIOPHYSICS
88,https://www.uwo.ca/ipb/databook/03/m_i_tb03.html,Staff Complement,MEDICINE and DENTISTRY (MEDICINE),MICROBIOLOGY and IMMUNOLOGY
89,https://www.uwo.ca/ipb/databook/03/pathtb03.html,Staff Complement,MEDICINE and DENTISTRY (MEDICINE),PATHOLOGY and LABORATORY MEDICINE
90,https://www.uwo.ca/ipb/databook/03/p_p_tb03.html,Staff Complement,MEDICINE and DENTISTRY (MEDICINE),PHYSIOLOGY and PHARMACOLOGY
91,https://www.uwo.ca/ipb/databook/03/robatb03.html,Staff Complement,MEDICINE and DENTISTRY (MEDICINE),ROBARTS RESEARCH INSTITUTE
92,https://www.uwo.ca/ipb/databook/03/imsatb03.html,Staff Complement,MEDICINE and DENTISTRY (MEDICINE),INTERDISCIPLINARY MEDICAL SCIENCES
93,https://www.uwo.ca/ipb/databook/03/aumutb03.html,Staff Complement,MUSIC,MUSIC
94,https://www.uwo.ca/ipb/databook/03/aus_tb03.html,Staff Complement,SCIENCE,SCIENCE
95,https://www.uwo.ca/ipb/databook/03/appmtb03.html,Staff Complement,SCIENCE,APPLIED MATHEMATICS
96,https://www.uwo.ca/ipb/databook/03/bioltb03.html,Staff Complement,SCIENCE,BIOLOGY
97,https://www.uwo.ca/ipb/databook/03/chemtb03.html,Staff Complement,SCIENCE,CHEMISTRY
98,https://www.uwo.ca/ipb/databook/03/cscitb03.html,Staff Complement,SCIENCE,COMPUTER SCIENCE
99,https://www.uwo.ca/ipb/databook/03/escitb03.html,Staff Complement,SCIENCE,EARTH SCIENCES
100,https://www.uwo.ca/ipb/databook/03/mathtb03.html,Staff Complement,SCIENCE,MATHEMATICS
101,https://www.uwo.ca/ipb/databook/03/p_a_tb03.html,Staff Complement,SCIENCE,PHYSICS and ASTRONOMY
102,https://www.uwo.ca/ipb/databook/03/sas_tb03.html,Staff Complement,SCIENCE,STATISTICAL and ACTUARIAL SCIENCES
103,https://www.uwo.ca/ipb/databook/03/ausstb03.html,Staff Complement,SOCIAL SCIENCE,SOCIAL SCIENCE
104,https://www.uwo.ca/ipb/databook/03/anthtb03.html,Staff Complement,SOCIAL SCIENCE,ANTHROPOLOGY
105,https://www.uwo.ca/ipb/databook/03/econtb03.html,Staff Complement,SOCIAL SCIENCE,ECONOMICS
106,https://www.uwo.ca/ipb/databook/03/geogtb03.html,Staff Complement,SOCIAL SCIENCE,GEOGRAPHY and ENVIRONMENT
107,https://www.uwo.ca/ipb/databook/03/histtb03.html,Staff Complement,SOCIAL SCIENCE,HISTORY
108,https://www.uwo.ca/ipb/databook/03/caistb03.html,Staff Complement,SOCIAL SCIENCE,MANAGEMENT and ORGANIZATIONAL STUDIES
109,https://www.uwo.ca/ipb/databook/03/polstb03.html,Staff Complement,SOCIAL SCIENCE,POLITICAL SCIENCE
110,https://www.uwo.ca/ipb/databook/03/psyctb03.html,Staff Complement,SOCIAL SCIENCE,PSYCHOLOGY
111,https://www.uwo.ca/ipb/databook/03/soc_tb03.html,Staff Complement,SOCIAL SCIENCE,SOCIOLOGY
112,https://www.uwo.ca/ipb/databook/04/auartb04.html,Program Enrolment,ARTS and HUMANITIES,ARTS and HUMANITIES
113,https://www.uwo.ca/ipb/databook/04/clsttb04.html,Program Enrolment,ARTS and HUMANITIES,CLASSICAL STUDIES
114,https://www.uwo.ca/ipb/databook/04/engltb04.html,Program Enrolment,ARTS and HUMANITIES,ENGLISH and WRITING STUDIES
115,https://www.uwo.ca/ipb/databook/04/filmtb04.html,Program Enrolment,ARTS and HUMANITIES,FILM STUDIES
116,https://www.uwo.ca/ipb/databook/04/frentb04.html,Program Enrolment,ARTS and HUMANITIES,FRENCH STUDIES
117,https://www.uwo.ca/ipb/databook/04/ws__tb04.html,Program Enrolment,ARTS and HUMANITIES,"GENDER, SEXUALITY, and WOMEN'S STUDIES"
118,https://www.uwo.ca/ipb/databook/04/mll_tb04.html,Program Enrolment,ARTS and HUMANITIES,LANGUAGES and CULTURES
119,https://www.uwo.ca/ipb/databook/04/philtb04.html,Program Enrolment,ARTS and HUMANITIES,PHILOSOPHY
120,https://www.uwo.ca/ipb/databook/04/vsartb04.html,Program Enrolment,ARTS and HUMANITIES,VISUAL ARTS
121,https://www.uwo.ca/ipb/databook/04/aub_tb04.html,Program Enrolment,BUSINESS,BUSINESS
122,https://www.uwo.ca/ipb/databook/04/auedtb04.html,Program Enrolment,EDUCATION,EDUCATION
123,https://www.uwo.ca/ipb/databook/04/aue_tb04.html,Program Enrolment,ENGINEERING,ENGINEERING
124,https://www.uwo.ca/ipb/databook/04/cheetb04.html,Program Enrolment,ENGINEERING,CHEMICAL and BIOCHEMICAL ENGINEERING
125,https://www.uwo.ca/ipb/databook/04/civetb04.html,Program Enrolment,ENGINEERING,CIVIL and ENVIRONMENTAL ENGINEERING
126,https://www.uwo.ca/ipb/databook/04/eleetb04.html,Program Enrolment,ENGINEERING,ELECTRICAL and COMPUTER ENGINEERING
127,https://www.uwo.ca/ipb/databook/04/m_metb04.html,Program Enrolment,ENGINEERING,MECHANICAL and MATERIALS ENGINEERING
128,https://www.uwo.ca/ipb/databook/04/engstb04.html,Program Enrolment,ENGINEERING,ENGINEERING SCIENCE
129,https://www.uwo.ca/ipb/databook/04/intetb04.html,Program Enrolment,ENGINEERING,INTEGRATED ENGINEERING
130,https://www.uwo.ca/ipb/databook/04/mse_tb04.html,Program Enrolment,ENGINEERING,MECHATRONIC SYSTEM ENGINEERING
131,https://www.uwo.ca/ipb/databook/04/auhstb04.html,Program Enrolment,HEALTH SCIENCES,HEALTH SCIENCES
132,https://www.uwo.ca/ipb/databook/04/bhsctb04.html,Program Enrolment,HEALTH SCIENCES,HEALTH STUDIES
133,https://www.uwo.ca/ipb/databook/04/cd__tb04.html,Program Enrolment,HEALTH SCIENCES,COMMUNICATION SCIENCES and DISORDERS
134,https://www.uwo.ca/ipb/databook/04/kinetb04.html,Program Enrolment,HEALTH SCIENCES,KINESIOLOGY
135,https://www.uwo.ca/ipb/databook/04/nurstb04.html,Program Enrolment,HEALTH SCIENCES,NURSING
136,https://www.uwo.ca/ipb/databook/04/ot__tb04.html,Program Enrolment,HEALTH SCIENCES,OCCUPATIONAL THERAPY
137,https://www.uwo.ca/ipb/databook/04/pt__tb04.html,Program Enrolment,HEALTH SCIENCES,PHYSICAL THERAPY
138,https://www.uwo.ca/ipb/databook/04/rhbltb04.html,Program Enrolment,HEALTH SCIENCES,HEALTH and REHABILITATION SCIENCES
139,https://www.uwo.ca/ipb/databook/04/auimtb04.html,Program Enrolment,INFORMATION and MEDIA STUDIES,INFORMATION and MEDIA STUDIES
140,https://www.uwo.ca/ipb/databook/04/digitb04.html,Program Enrolment,INFORMATION and MEDIA STUDIES,DIGITAL COMMUNICATION
141,https://www.uwo.ca/ipb/databook/04/his_tb04.html,Program Enrolment,INFORMATION and MEDIA STUDIES,HEALTH INFORMATION SCIENCE
142,https://www.uwo.ca/ipb/databook/04/jourtb04.html,Program Enrolment,INFORMATION and MEDIA STUDIES,JOURNALISM
143,https://www.uwo.ca/ipb/databook/04/slistb04.html,Program Enrolment,INFORMATION and MEDIA STUDIES,LIBRARY and INFORMATION SCIENCE
144,https://www.uwo.ca/ipb/databook/04/mit_tb04.html,Program Enrolment,INFORMATION and MEDIA STUDIES,"MEDIA, INFORMATION and TECHNOCULTURE"
145,https://www.uwo.ca/ipb/databook/04/mpi_tb04.html,Program Enrolment,INFORMATION and MEDIA STUDIES,MEDIA and PUBLIC INTEREST
146,https://www.uwo.ca/ipb/databook/04/meditb04.html,Program Enrolment,INFORMATION and MEDIA STUDIES,MEDIA STUDIES
147,https://www.uwo.ca/ipb/databook/04/mtp_tb04.html,Program Enrolment,INFORMATION and MEDIA STUDIES,MEDIA THEORY and PRODUCTION
148,https://www.uwo.ca/ipb/databook/04/aul_tb04.html,Program Enrolment,LAW,LAW
149,https://www.uwo.ca/ipb/databook/04/aum_tb04.html,Program Enrolment,MEDICINE and DENTISTRY (MEDICINE),MEDICINE and DENTISTRY (MEDICINE)
150,https://www.uwo.ca/ipb/databook/04/aud_tb04.html,Program Enrolment,MEDICINE and DENTISTRY (DENTISTRY),MEDICINE and DENTISTRY (DENTISTRY)
151,https://www.uwo.ca/ipb/databook/04/anattb04.html,Program Enrolment,MEDICINE and DENTISTRY (MEDICINE),ANATOMY and CELL BIOLOGY
152,https://www.uwo.ca/ipb/databook/04/bioctb04.html,Program Enrolment,MEDICINE and DENTISTRY (MEDICINE),BIOCHEMISTRY
153,https://www.uwo.ca/ipb/databook/04/epidtb04.html,Program Enrolment,MEDICINE and DENTISTRY (MEDICINE),EPIDEMIOLOGY and BIOSTATISTICS
154,https://www.uwo.ca/ipb/databook/04/bioptb04.html,Program Enrolment,MEDICINE and DENTISTRY (MEDICINE),MEDICAL BIOPHYSICS
155,https://www.uwo.ca/ipb/databook/04/m_i_tb04.html,Program Enrolment,MEDICINE and DENTISTRY (MEDICINE),MICROBIOLOGY and IMMUNOLOGY
156,https://www.uwo.ca/ipb/databook/04/pathtb04.html,Program Enrolment,MEDICINE and DENTISTRY (MEDICINE),PATHOLOGY and LABORATORY MEDICINE
157,https://www.uwo.ca/ipb/databook/04/p_p_tb04.html,Program Enrolment,MEDICINE and DENTISTRY (MEDICINE),PHYSIOLOGY and PHARMACOLOGY
158,https://www.uwo.ca/ipb/databook/04/imsatb04.html,Program Enrolment,MEDICINE and DENTISTRY (MEDICINE),INTERDISCIPLINARY MEDICAL SCIENCES
159,https://www.uwo.ca/ipb/databook/04/neustb04.html,Program Enrolment,MEDICINE and DENTISTRY (MEDICINE),NEUROSCIENCE
160,https://www.uwo.ca/ipb/databook/04/pbhltb04.html,Program Enrolment,MEDICINE and DENTISTRY (MEDICINE),PUBLIC HEALTH
161,https://www.uwo.ca/ipb/databook/04/aumutb04.html,Program Enrolment,MUSIC,MUSIC
162,https://www.uwo.ca/ipb/databook/04/aus_tb04.html,Program Enrolment,SCIENCE,SCIENCE
163,https://www.uwo.ca/ipb/databook/04/appmtb04.html,Program Enrolment,SCIENCE,APPLIED MATHEMATICS
164,https://www.uwo.ca/ipb/databook/04/bioltb04.html,Program Enrolment,SCIENCE,BIOLOGY
165,https://www.uwo.ca/ipb/databook/04/chemtb04.html,Program Enrolment,SCIENCE,CHEMISTRY
166,https://www.uwo.ca/ipb/databook/04/cscitb04.html,Program Enrolment,SCIENCE,COMPUTER SCIENCE
167,https://www.uwo.ca/ipb/databook/04/escitb04.html,Program Enrolment,SCIENCE,EARTH SCIENCES
168,https://www.uwo.ca/ipb/databook/04/mathtb04.html,Program Enrolment,SCIENCE,MATHEMATICS
169,https://www.uwo.ca/ipb/databook/04/p_a_tb04.html,Program Enrolment,SCIENCE,PHYSICS and ASTRONOMY
170,https://www.uwo.ca/ipb/databook/04/sas_tb04.html,Program Enrolment,SCIENCE,STATISTICAL and ACTUARIAL SCIENCES
171,https://www.uwo.ca/ipb/databook/04/znattb04.html,Program Enrolment,SCIENCE,ANATOMY and CELL BIOLOGY
172,https://www.uwo.ca/ipb/databook/04/zioctb04.html,Program Enrolment,SCIENCE,BIOCHEMISTRY
173,https://www.uwo.ca/ipb/databook/04/envitb04.html,Program Enrolment,SCIENCE,ENVIRONMENTAL SCIENCE
174,https://www.uwo.ca/ipb/databook/04/zpidtb04.html,Program Enrolment,SCIENCE,EPIDEMIOLOGY and BIOSTATISTICS
175,https://www.uwo.ca/ipb/databook/04/he__tb04.html,Program Enrolment,SCIENCE,HUMAN ECOLOGY
176,https://www.uwo.ca/ipb/databook/04/imsbtb04.html,Program Enrolment,SCIENCE,INTERDISCIPLINARY MEDICAL SCIENCES
177,https://www.uwo.ca/ipb/databook/04/da__tb04.html,Program Enrolment,SCIENCE,MASTER OF DATA ANALYTICS
178,https://www.uwo.ca/ipb/databook/04/zioptb04.html,Program Enrolment,SCIENCE,MEDICAL BIOPHYSICS
179,https://www.uwo.ca/ipb/databook/04/z_i_tb04.html,Program Enrolment,SCIENCE,MICROBIOLOGY and IMMUNOLOGY
180,https://www.uwo.ca/ipb/databook/04/zathtb04.html,Program Enrolment,SCIENCE,PATHOLOGY and LABORATORY MEDICINE
181,https://www.uwo.ca/ipb/databook/04/z_p_tb04.html,Program Enrolment,SCIENCE,PHYSIOLOGY and PHARMACOLOGY
182,https://www.uwo.ca/ipb/databook/04/ausstb04.html,Program Enrolment,SOCIAL SCIENCE,SOCIAL SCIENCE
183,https://www.uwo.ca/ipb/databook/04/anthtb04.html,Program Enrolment,SOCIAL SCIENCE,ANTHROPOLOGY
184,https://www.uwo.ca/ipb/databook/04/econtb04.html,Program Enrolment,SOCIAL SCIENCE,ECONOMICS
185,https://www.uwo.ca/ipb/databook/04/geogtb04.html,Program Enrolment,SOCIAL SCIENCE,GEOGRAPHY and ENVIRONMENT
186,https://www.uwo.ca/ipb/databook/04/histtb04.html,Program Enrolment,SOCIAL SCIENCE,HISTORY
187,https://www.uwo.ca/ipb/databook/04/caistb04.html,Program Enrolment,SOCIAL SCIENCE,MANAGEMENT and ORGANIZATIONAL STUDIES
188,https://www.uwo.ca/ipb/databook/04/polstb04.html,Program Enrolment,SOCIAL SCIENCE,POLITICAL SCIENCE
189,https://www.uwo.ca/ipb/databook/04/psyctb04.html,Program Enrolment,SOCIAL SCIENCE,PSYCHOLOGY
190,https://www.uwo.ca/ipb/databook/04/soc_tb04.html,Program Enrolment,SOCIAL SCIENCE,SOCIOLOGY
191,https://www.uwo.ca/ipb/databook/04/as__tb04.html,Program Enrolment,SOCIAL SCIENCE,AMERICAN STUDIES
192,https://www.uwo.ca/ipb/databook/04/fnattb04.html,Program Enrolment,SOCIAL SCIENCE,INDIGENOUS STUDIES
193,https://www.uwo.ca/ipb/databook/04/ir__tb04.html,Program Enrolment,SOCIAL SCIENCE,INTERNATIONAL RELATIONS
194,https://www.uwo.ca/ipb/databook/04/las_tb04.html,Program Enrolment,SOCIAL SCIENCE,LATIN AMERICAN STUDIES
195,https://www.uwo.ca/ipb/databook/04/lngbtb04.html,Program Enrolment,SOCIAL SCIENCE,LINGUISTICS
196,https://www.uwo.ca/ipb/databook/04/ppe_tb04.html,Program Enrolment,SOCIAL SCIENCE,"POLITICS, PHILOSOPHY and ECONOMICS"
197,https://www.uwo.ca/ipb/databook/04/justtb04.html,Program Enrolment,SOCIAL SCIENCE,TRANSITIONAL JUSTICE and POST-CONFLICT RECONSTRUCTION
198,https://www.uwo.ca/ipb/databook/04/bme_tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,BIOMEDICAL ENGINEERING
199,https://www.uwo.ca/ipb/databook/04/e_s_tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,ENVIRONMENT and SUSTAINABILITY
200,https://www.uwo.ca/ipb/databook/04/id07tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (APPLIED SCIENCE)
201,https://www.uwo.ca/ipb/databook/04/id01tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (BIOLOGICAL SCIENCES)
202,https://www.uwo.ca/ipb/databook/04/id03tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (COMPUTER SCIENCE)
203,https://www.uwo.ca/ipb/databook/04/id04tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (DATA ANALYTICS)
204,https://www.uwo.ca/ipb/databook/04/id05tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (GLOBAL HEALTH SYSTEM IN AFRICA)
205,https://www.uwo.ca/ipb/databook/04/neurtb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,NEUROSCIENCE
206,https://www.uwo.ca/ipb/databook/04/pmustb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,POPULAR MUSIC and CULTURE
207,https://www.uwo.ca/ipb/databook/04/id02tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,PROFESSIONAL COMMUNICATION and MANAGEMENT
